# File version 1.0
# Fields: VERSION#, TIMEZONE_NAME, FROM_YEAR, TO_YEAR
# Note: A NULL/blank for TO_YEAR means max year representable/allowed by db.
14, Asia/Damascus, 2010,
14, Asia/Kamchatka, 2010,
14, Asia/Anadyr, 2010,
14, Europe/Samara, 2010,
14, Pacific/Easter, 2010, 2010
14, Pacific/Fiji, 2010,
14, Pacific/Apia, 2009,
14, America/Ensenada, 2010,
14, Chile/Continental, 2010, 2010
14, Asia/Dhaka, 2009,
14, ROC, 1979,
14, Chile/EasterIsland, 2010, 2010
14, Mexico/BajaNorte, 2010,
13, Africa/Cairo, 2009, 2009
13, America/Argentina/San_Luis, 2008,
13, America/Buenos_Aires, 2009,
13, America/Cordoba, 2009,
13, America/Catamarca, 1894, 1920
13, America/Catamarca, 1990, 2004
13, America/Argentina/Tucuman, 2009,
13, Antarctica/Casey, 2009,
13, Antarctica/Davis, 2009,
13, Antarctica/Mawson, 2009,
13, Asia/Dacca, 2009,
13, Asia/Hong_Kong, 1941, 1946
13, Asia/Hong_Kong, 1952, 1952
13, Asia/Hong_Kong, 1973, 1974
13, Asia/Hong_Kong, 1979,
13, Asia/Karachi, 2010,
13, Asia/Gaza, 2009,
13, Asia/Damascus, 2009,
13, Europe/Samara, 1989, 1992
13, Indian/Mauritius, 2009,
13, Pacific/Fiji, 2009,
13, Pacific/Auckland, 1867, 1929
13, Pacific/Auckland, 1940, 1974
13, Pacific/Chatham, 1800, 1990
13, Pacific/Apia, 2009,
13, Egypt, 2009, 2009
13, America/Argentina/Buenos_Aires, 2009,
13, America/Argentina/Cordoba, 2009,
13, America/Argentina/Catamarca, 1894, 1920
13, America/Argentina/Catamarca, 1990, 2004
13, Asia/Dhaka, 2009,
13, Hongkong, 1941, 1946
13, Hongkong, 1952, 1952
13, Hongkong, 1973, 1974
13, Hongkong, 1979,
13, NZ, 1867, 1929
13, NZ, 1940, 1974
13, NZ-CHAT, 1800, 1990
13, America/Rosario, 2009,
13, America/Argentina/ComodRivadavia, 1894, 1920
13, America/Argentina/ComodRivadavia, 1990, 2004
12, Africa/Algiers, 1977, 1978
12, America/Recife, 1999, 1999
12, America/North_Dakota/Center, 1992, 1993
12, America/North_Dakota/New_Salem, 2003, 2004
12, America/Kentucky/Monticello, 1968, 1968
12, America/Kentucky/Monticello, 2000, 2001
12, America/Indiana/Tell_City, 2006, 2006
12, America/Argentina/Rio_Gallegos, 1999, 2000
12, America/Argentina/La_Rioja, 1999, 2000
12, America/Juneau, 1969, 1969
12, America/Juneau, 1983, 1983
12, America/Yakutat, 1969, 1969
12, America/Anchorage, 1983, 1983
12, America/Nome, 1983, 1983
12, America/Adak, 1983, 1983
12, America/Indianapolis, 2006, 2006
12, America/Indiana/Marengo, 2006, 2006
12, America/Indiana/Knox, 1991, 2006
12, America/Indiana/Vevay, 2006, 2006
12, America/Louisville, 1949, 1950
12, America/Menominee, 1973, 1973
12, America/Glace_Bay, 1972, 1972
12, America/Thunder_Bay, 1974, 1974
12, America/Pangnirtung, 1995, 1995
12, America/Pangnirtung, 1999, 2001
12, America/Iqaluit, 1999, 2001
12, America/Rankin_Inlet, 2000, 2001
12, America/Cambridge_Bay, 1999, 2000
12, America/Mexico_City, 2002, 2002
12, America/Tijuana, 1976, 1976
12, America/Buenos_Aires, 1999, 2000
12, America/Argentina/Ushuaia, 1999, 2000
12, America/Cordoba, 1991, 1991
12, America/Cordoba, 1999, 2000
12, America/Jujuy, 1990, 1990
12, America/Jujuy, 1999,
12, America/Catamarca, 1991, 1991
12, America/Mendoza, 1990, 1990
12, America/Mendoza, 1999, 2000
12, America/Noronha, 1999, 1999
12, America/Fortaleza, 1999, 1999
12, America/Araguaina, 1995, 1995
12, America/Maceio, 1995, 1999
12, America/Cuiaba, 2004, 2004
12, America/Boa_Vista, 1999, 1999
12, America/Manaus, 1993,
12, America/Santiago, 1927, 1928
12, America/Indiana/Vincennes, 2006, 2008
12, America/Indiana/Petersburg, 1977, 2008
12, America/Indiana/Winamac, 2006, 2006
12, America/Resolute, 2000, 2001
12, America/Resolute, 2006, 2007
12, America/Eirunepe, 1993,
12, America/Argentina/Tucuman, 1991, 1991
12, America/Argentina/Tucuman, 1999, 2000
12, America/Argentina/San_Juan, 1999, 2000
12, America/Argentina/Salta, 1991, 1991
12, America/Argentina/Salta, 1999,
12, Asia/Tbilisi, 1994, 1997
12, Asia/Almaty, 1991, 1992
12, Asia/Aqtobe, 1982, 1982
12, Asia/Aqtau, 1982, 1982
12, Asia/Aqtau, 1995, 1995
12, Asia/Ashgabat, 1991,
12, Asia/Samarkand, 1982, 1982
12, Asia/Tashkent, 1991,
12, Asia/Anadyr, 1982, 1982
12, Asia/Anadyr, 1991, 1991
12, Asia/Qyzylorda, 1982, 1982
12, Asia/Oral, 1982, 1982
12, Asia/Oral, 1989, 1989
12, Asia/Sakhalin, 1991, 1991
12, Asia/Sakhalin, 1997, 1997
12, Atlantic/Stanley, 1985, 1986
12, Europe/Tallinn, 2002, 2002
12, Europe/Paris, 1945, 1976
12, Europe/Riga, 2001, 2001
12, Europe/Monaco, 1945, 1976
12, Europe/Amsterdam, 1937, 1937
12, Europe/Warsaw, 1918, 1919
12, Europe/Moscow, 1919, 1919
12, Europe/Madrid, 1946, 1949
12, Europe/Istanbul, 1985, 1985
12, Europe/Volgograd, 1989, 1989
12, Pacific/Easter, 1982, 1982
12, US/Alaska, 1983, 1983
12, America/Atka, 1983, 1983
12, America/Fort_Wayne, 2006, 2006
12, America/Knox_IN, 1991, 2006
12, America/Kentucky/Louisville, 1949, 1950
12, Mexico/General, 2002, 2002
12, America/Ensenada, 1976, 1976
12, America/Argentina/Buenos_Aires, 1999, 2000
12, America/Argentina/Cordoba, 1991, 1991
12, America/Argentina/Cordoba, 1999, 2000
12, America/Argentina/Jujuy, 1990, 1990
12, America/Argentina/Jujuy, 1999,
12, America/Argentina/Catamarca, 1991, 1991
12, America/Argentina/Mendoza, 1990, 1990
12, America/Argentina/Mendoza, 1999, 2000
12, Brazil/DeNoronha, 1999, 1999
12, Brazil/West, 1993,
12, Chile/Continental, 1927, 1928
12, Asia/Ashkhabad, 1991,
12, Poland, 1918, 1919
12, W-SU, 1919, 1919
12, Turkey, 1985, 1985
12, Chile/EasterIsland, 1982, 1982
12, US/Aleutian, 1983, 1983
12, US/East-Indiana, 2006, 2006
12, US/Indiana-Starke, 1991, 2006
12, Mexico/BajaNorte, 1976, 1976
12, America/Rosario, 1991, 1991
12, America/Rosario, 1999, 2000
12, America/Argentina/ComodRivadavia, 1991, 1991
12, Asia/Istanbul, 1985, 1985
12, America/Indiana/Indianapolis, 2006, 2006
11, Africa/Cairo, 2009,
11, Africa/Nairobi, 1939,
11, Africa/Casablanca, 2009,
11, Africa/Dar_es_Salaam, 1947,
11, Africa/Tunis, 2009, 2010
11, Africa/Kampala, 1947,
11, America/North_Dakota/Center, 1945, 1945
11, America/North_Dakota/New_Salem, 1945, 1945
11, America/Kentucky/Monticello, 1945, 1945
11, America/Moncton, 1945, 1945
11, America/Indiana/Tell_City, 1945, 1945
11, America/Argentina/San_Luis, 1967, 1967
11, America/Argentina/San_Luis, 1974, 1988
11, America/Argentina/San_Luis, 2009,
11, America/Argentina/Rio_Gallegos, 1967, 1967
11, America/Argentina/Rio_Gallegos, 1974, 1988
11, America/Argentina/La_Rioja, 1967, 1967
11, America/Argentina/La_Rioja, 1974, 1988
11, America/New_York, 1883, 1883
11, America/New_York, 1945, 1945
11, America/Chicago, 1883, 1883
11, America/Chicago, 1945, 1945
11, America/Denver, 1883, 1883
11, America/Denver, 1945, 1945
11, America/Los_Angeles, 1883, 1883
11, America/Los_Angeles, 1945, 1945
11, America/Juneau, 1800, 1945
11, America/Juneau, 1983, 1984
11, America/Yakutat, 1800, 1945
11, America/Yakutat, 1983, 1983
11, America/Anchorage, 1800, 1945
11, America/Anchorage, 1983, 1984
11, America/Nome, 1800, 1945
11, America/Nome, 1983, 1984
11, America/Adak, 1800, 1945
11, America/Adak, 1983, 1984
11, America/Phoenix, 1883, 1883
11, America/Phoenix, 1944,
11, America/Boise, 1883, 1883
11, America/Boise, 1945, 1945
11, America/Indianapolis, 1945, 1945
11, America/Indiana/Marengo, 1883, 1883
11, America/Indiana/Marengo, 1945, 1945
11, America/Indiana/Knox, 1883, 1883
11, America/Indiana/Knox, 1945, 1945
11, America/Indiana/Vevay, 1883, 1883
11, America/Indiana/Vevay, 1945, 1945
11, America/Louisville, 1883, 1883
11, America/Louisville, 1945, 1945
11, America/Detroit, 1945, 1945
11, America/Menominee, 1945, 1945
11, America/St_Johns, 1945, 1945
11, America/Goose_Bay, 1945, 1945
11, America/Halifax, 1945, 1945
11, America/Glace_Bay, 1945, 1945
11, America/Montreal, 1942, 1945
11, America/Thunder_Bay, 1895, 1945
11, America/Nipigon, 1940, 1945
11, America/Rainy_River, 1800, 1945
11, America/Winnipeg, 1966, 1986
11, America/Regina, 1945, 1945
11, America/Regina, 1958,
11, America/Swift_Current, 1945, 1945
11, America/Edmonton, 1945, 1945
11, America/Vancouver, 1945, 1945
11, America/Dawson_Creek, 1945, 1945
11, America/Pangnirtung, 1800, 1945
11, America/Iqaluit, 1800, 1945
11, America/Rankin_Inlet, 1800, 1957
11, America/Cambridge_Bay, 1800, 1945
11, America/Yellowknife, 1800, 1945
11, America/Inuvik, 1800, 1953
11, America/Whitehorse, 1945, 1945
11, America/Dawson, 1945, 1945
11, America/Tijuana, 1945, 1945
11, America/Havana, 2006, 2006
11, America/Havana, 2009,
11, America/Martinique, 1890,
11, America/Managua, 1890, 1934
11, America/Managua, 1992, 1998
11, America/Panama, 1890,
11, America/Puerto_Rico, 1945,
11, America/Miquelon, 1980, 1987
11, America/Grand_Turk, 1979, 2006
11, America/Buenos_Aires, 1967, 1967
11, America/Buenos_Aires, 1974, 1988
11, America/Argentina/Ushuaia, 1967, 1967
11, America/Argentina/Ushuaia, 1974, 1988
11, America/Cordoba, 1800, 1920
11, America/Cordoba, 1967, 1967
11, America/Cordoba, 1974, 1988
11, America/Cordoba, 1990, 2007
11, America/Jujuy, 1894, 1920
11, America/Jujuy, 1967, 1967
11, America/Jujuy, 1974, 1988
11, America/Jujuy, 1990,
11, America/Catamarca, 1967, 1967
11, America/Catamarca, 1974, 1988
11, America/Mendoza, 1894, 1894
11, America/Mendoza, 1967, 1967
11, America/Mendoza, 1974, 1988
11, America/Mendoza, 1990, 2004
11, America/Noronha, 1999,
11, America/Porto_Acre, 2008,
11, America/Santiago, 1800, 1927
11, America/Santiago, 1932, 1970
11, America/Santiago, 1973, 1973
11, America/Santiago, 1987, 1990
11, America/Santiago, 1997, 1997
11, America/Bogota, 1992,
11, America/Lima, 1890, 1908
11, America/Lima, 1986, 1987
11, America/Lima, 1993,
11, America/Montevideo, 1941, 1942
11, America/Caracas, 1890,
11, America/Scoresbysund, 1800, 1916
11, America/Thule, 1991, 1993
11, America/Indiana/Vincennes, 1945, 1945
11, America/Indiana/Petersburg, 1945, 1945
11, EST5EDT, 1945, 1945
11, CST6CDT, 1945, 1945
11, MST7MDT, 1945, 1945
11, PST8PDT, 1945, 1945
11, America/Indiana/Winamac, 1945, 1945
11, America/Resolute, 2007,
11, America/Toronto, 1942, 1945
11, America/Atikokan, 1942,
11, America/Blanc-Sablon, 1945,
11, America/Eirunepe, 2008,
11, America/Argentina/Tucuman, 1967, 1967
11, America/Argentina/Tucuman, 1974, 1988
11, America/Argentina/San_Juan, 1967, 1967
11, America/Argentina/San_Juan, 1974, 1988
11, Antarctica/Palmer, 1967, 1967
11, Antarctica/Palmer, 1974, 1982
11, Antarctica/Palmer, 1987, 1990
11, Antarctica/Palmer, 1997, 1997
11, America/Argentina/Salta, 1967, 1967
11, America/Argentina/Salta, 1974, 1988
11, America/Argentina/Salta, 2000,
11, Asia/Baku, 1992, 1996
11, Asia/Dili, 1945,
11, Asia/Jakarta, 1945,
11, Asia/Ujung_Pandang, 1945,
11, Asia/Jayapura, 1943,
11, Asia/Baghdad, 2008,
11, Asia/Amman, 1999,
11, Asia/Kuala_Lumpur, 1800,
11, Asia/Kuching, 1941,
11, Asia/Hovd, 1984, 1998
11, Asia/Ulaanbaatar, 1984, 1998
11, Asia/Karachi, 2009,
11, Asia/Gaza, 2008,
11, Asia/Manila, 1844, 1844
11, Asia/Singapore, 1800,
11, Asia/Damascus, 2009,
11, Asia/Samarkand, 1982,
11, Asia/Tashkent, 1992,
11, Asia/Yekaterinburg, 1800, 1957
11, Asia/Omsk, 1919, 1957
11, Asia/Novosibirsk, 1919, 1957
11, Asia/Novosibirsk, 1993, 1994
11, Asia/Krasnoyarsk, 1920, 1957
11, Asia/Irkutsk, 1920, 1957
11, Asia/Yakutsk, 1919, 1957
11, Asia/Vladivostok, 1879, 1981
11, Asia/Magadan, 1930, 1957
11, Asia/Kamchatka, 1922, 1957
11, Asia/Pontianak, 1945, 1945
11, Asia/Choibalsan, 1984, 1998
11, Atlantic/Azores, 1884, 1911
11, Atlantic/Madeira, 1884, 1911
11, CET, 1945, 1977
11, MET, 1945, 1977
11, Europe/Dublin, 1800, 1880
11, Europe/Vienna, 1918, 1918
11, Europe/Vienna, 1945, 1945
11, Europe/Vienna, 1980, 1981
11, Europe/Copenhagen, 1893, 1894
11, Europe/Berlin, 1945, 1947
11, Europe/Belfast, 1800, 1917
11, Europe/Chisinau, 1879, 1981
11, Europe/Chisinau, 1990, 1991
11, Europe/Amsterdam, 1800, 1937
11, Europe/Amsterdam, 1940, 1940
11, Europe/Amsterdam, 1945, 1945
11, Europe/Warsaw, 1944, 1957
11, Europe/Warsaw, 1988, 1998
11, Europe/Lisbon, 1911, 1912
11, Europe/Kaliningrad, 1992, 1994
11, Europe/Moscow, 1879, 1919
11, Europe/Samara, 1919, 1957
11, Europe/Samara, 1989, 1992
11, Europe/Samara, 1992, 1992
11, Europe/Stockholm, 1878, 1916
11, Europe/Zurich, 1940, 1942
11, Europe/Istanbul, 1991, 1999
11, Europe/Kiev, 1917, 1981
11, Europe/Kiev, 1990, 1992
11, Europe/Kiev, 1995, 1995
11, Europe/Simferopol, 1879, 1981
11, Europe/Simferopol, 1990, 1996
11, Indian/Chagos, 1800,
11, Indian/Cocos, 1800,
11, Indian/Mauritius, 1982, 2008
11, Pacific/Honolulu, 1945,
11, Pacific/Easter, 1800, 1970
11, Pacific/Easter, 1973, 1973
11, Pacific/Easter, 1982, 1982
11, Pacific/Easter, 1987, 1990
11, Pacific/Easter, 1997, 1997
11, Pacific/Port_Moresby, 1879,
11, Pacific/Midway, 1956,
11, Egypt, 2009,
11, US/Eastern, 1883, 1883
11, US/Eastern, 1945, 1945
11, US/Central, 1883, 1883
11, US/Central, 1945, 1945
11, Navajo, 1883, 1883
11, Navajo, 1945, 1945
11, US/Pacific, 1883, 1883
11, US/Pacific, 1945, 1945
11, US/Alaska, 1800, 1945
11, US/Alaska, 1983, 1984
11, America/Atka, 1800, 1945
11, America/Atka, 1983, 1984
11, US/Arizona, 1883, 1883
11, US/Arizona, 1944,
11, America/Fort_Wayne, 1945, 1945
11, America/Knox_IN, 1883, 1883
11, America/Knox_IN, 1945, 1945
11, America/Kentucky/Louisville, 1883, 1883
11, America/Kentucky/Louisville, 1945, 1945
11, US/Michigan, 1945, 1945
11, Canada/Newfoundland, 1945, 1945
11, Canada/Atlantic, 1945, 1945
11, Canada/Eastern, 1942, 1945
11, Canada/Central, 1966, 1986
11, Canada/East-Saskatchewan, 1945, 1945
11, Canada/East-Saskatchewan, 1958,
11, Canada/Mountain, 1945, 1945
11, Canada/Pacific, 1945, 1945
11, Canada/Yukon, 1945, 1945
11, America/Ensenada, 1945, 1945
11, Cuba, 2006, 2006
11, Cuba, 2009,
11, America/Argentina/Buenos_Aires, 1967, 1967
11, America/Argentina/Buenos_Aires, 1974, 1988
11, America/Argentina/Cordoba, 1800, 1920
11, America/Argentina/Cordoba, 1967, 1967
11, America/Argentina/Cordoba, 1974, 1988
11, America/Argentina/Cordoba, 1990, 2007
11, America/Argentina/Jujuy, 1894, 1920
11, America/Argentina/Jujuy, 1967, 1967
11, America/Argentina/Jujuy, 1974, 1988
11, America/Argentina/Jujuy, 1990,
11, America/Argentina/Catamarca, 1967, 1967
11, America/Argentina/Catamarca, 1974, 1988
11, America/Argentina/Mendoza, 1894, 1894
11, America/Argentina/Mendoza, 1967, 1967
11, America/Argentina/Mendoza, 1974, 1988
11, America/Argentina/Mendoza, 1990, 2004
11, Brazil/DeNoronha, 1999,
11, Brazil/Acre, 2008,
11, Chile/Continental, 1800, 1927
11, Chile/Continental, 1932, 1970
11, Chile/Continental, 1973, 1973
11, Chile/Continental, 1987, 1990
11, Chile/Continental, 1997, 1997
11, America/Coral_Harbour, 1942,
11, Asia/Makassar, 1945,
11, Asia/Ulan_Bator, 1984, 1998
11, Singapore, 1800,
11, Eire, 1800, 1880
11, Europe/Tiraspol, 1879, 1981
11, Europe/Tiraspol, 1990, 1991
11, Poland, 1944, 1957
11, Poland, 1988, 1998
11, Portugal, 1911, 1912
11, W-SU, 1879, 1919
11, Turkey, 1991, 1999
11, US/Hawaii, 1945,
11, Chile/EasterIsland, 1800, 1970
11, Chile/EasterIsland, 1973, 1973
11, Chile/EasterIsland, 1982, 1982
11, Chile/EasterIsland, 1987, 1990
11, Chile/EasterIsland, 1997, 1997
11, US/Mountain, 1883, 1883
11, US/Mountain, 1945, 1945
11, US/Aleutian, 1800, 1945
11, US/Aleutian, 1983, 1984
11, US/East-Indiana, 1945, 1945
11, US/Indiana-Starke, 1883, 1883
11, US/Indiana-Starke, 1945, 1945
11, Canada/Saskatchewan, 1945, 1945
11, Canada/Saskatchewan, 1958,
11, Mexico/BajaNorte, 1945, 1945
11, America/Rosario, 1800, 1920
11, America/Rosario, 1967, 1967
11, America/Rosario, 1974, 1988
11, America/Rosario, 1990, 2007
11, America/Argentina/ComodRivadavia, 1967, 1967
11, America/Argentina/ComodRivadavia, 1974, 1988
11, America/Rio_Branco, 2008,
11, Asia/Istanbul, 1991, 1999
11, CST, 1883, 1883
11, CST, 1945, 1945
11, America/Shiprock, 1883, 1883
11, America/Shiprock, 1945, 1945
11, US/Pacific-New, 1883, 1883
11, US/Pacific-New, 1945, 1945
11, America/Indiana/Indianapolis, 1945, 1945
11, PST, 1883, 1883
11, PST, 1945, 1945
10, America/Argentina/Rio_Gallegos, 2008,
10, America/Argentina/La_Rioja, 2008,
10, America/Argentina/Ushuaia, 2008,
10, America/Jujuy, 2008,
10, America/Catamarca, 2008,
10, America/Mendoza, 2008,
10, America/Sao_Paulo, 2012, 2012
10, America/Sao_Paulo, 2015, 2015
10, America/Sao_Paulo, 2023, 2023
10, America/Sao_Paulo, 2026, 2026
10, America/Sao_Paulo, 2034, 2034
10, America/Sao_Paulo, 2037, 2037
10, America/Cuiaba, 2012, 2012
10, America/Cuiaba, 2015, 2015
10, America/Cuiaba, 2023, 2023
10, America/Cuiaba, 2026, 2026
10, America/Cuiaba, 2034, 2034
10, America/Cuiaba, 2037, 2037
10, America/Campo_Grande, 2012, 2012
10, America/Campo_Grande, 2015, 2015
10, America/Campo_Grande, 2023, 2023
10, America/Campo_Grande, 2026, 2026
10, America/Campo_Grande, 2034, 2034
10, America/Campo_Grande, 2037, 2037
10, America/Argentina/San_Juan, 2008,
10, Asia/Damascus, 2008,
10, Indian/Mauritius, 2009,
10, America/Argentina/Jujuy, 2008,
10, America/Argentina/Catamarca, 2008,
10, America/Argentina/Mendoza, 2008,
10, Brazil/East, 2012, 2012
10, Brazil/East, 2015, 2015
10, Brazil/East, 2023, 2023
10, Brazil/East, 2026, 2026
10, Brazil/East, 2034, 2034
10, Brazil/East, 2037, 2037
10, America/Argentina/ComodRivadavia, 2008,
9, Africa/Cairo, 2021,
9, Africa/Casablanca, 2008,
9, Africa/Windhoek, 2021,
9, Africa/Tunis, 2021,
9, Africa/Ceuta, 2021,
9, America/Argentina/Rio_Gallegos, 2008,
9, America/Argentina/La_Rioja, 2008,
9, America/New_York, 2021,
9, America/Chicago, 2021,
9, America/Denver, 2021,
9, America/Los_Angeles, 2021,
9, America/Juneau, 2021,
9, America/Yakutat, 2021,
9, America/Anchorage, 2021,
9, America/Nome, 2021,
9, America/Adak, 2021,
9, America/Boise, 2021,
9, America/Indianapolis, 2021,
9, America/Indiana/Marengo, 2021,
9, America/Indiana/Knox, 2021,
9, America/Indiana/Vevay, 2021,
9, America/Louisville, 2021,
9, America/Detroit, 2021,
9, America/Menominee, 2021,
9, America/St_Johns, 2021,
9, America/Goose_Bay, 2021,
9, America/Halifax, 2021,
9, America/Glace_Bay, 2021,
9, America/Montreal, 2021,
9, America/Thunder_Bay, 2021,
9, America/Nipigon, 2021,
9, America/Rainy_River, 2021,
9, America/Winnipeg, 2021,
9, America/Edmonton, 2021,
9, America/Vancouver, 2021,
9, America/Pangnirtung, 2021,
9, America/Iqaluit, 2021,
9, America/Rankin_Inlet, 2021,
9, America/Cambridge_Bay, 2021,
9, America/Yellowknife, 2021,
9, America/Inuvik, 2021,
9, America/Whitehorse, 2021,
9, America/Dawson, 2021,
9, America/Cancun, 2021,
9, America/Mexico_City, 2021,
9, America/Chihuahua, 2021,
9, America/Mazatlan, 2021,
9, America/Tijuana, 2021,
9, America/Nassau, 2021,
9, America/Havana, 2008,
9, America/Miquelon, 2021,
9, America/Grand_Turk, 2021,
9, America/Buenos_Aires, 2008,
9, America/Argentina/Ushuaia, 2008,
9, America/Cordoba, 2008,
9, America/Jujuy, 2008,
9, America/Catamarca, 2008,
9, America/Mendoza, 2008,
9, America/Sao_Paulo, 2008,
9, America/Cuiaba, 2008,
9, America/Santiago, 2008, 2008
9, America/Santiago, 2021,
9, America/Asuncion, 2021,
9, America/Montevideo, 2021,
9, America/Scoresbysund, 2021,
9, America/Godthab, 2021,
9, America/Thule, 2021,
9, America/Indiana/Vincennes, 2021,
9, America/Indiana/Petersburg, 2021,
9, EST5EDT, 2021,
9, CST6CDT, 2021,
9, MST7MDT, 2021,
9, PST8PDT, 2021,
9, America/Toronto, 2021,
9, America/Campo_Grande, 2008,
9, America/Merida, 2021,
9, America/Monterrey, 2021,
9, America/Argentina/Tucuman, 2008,
9, America/Argentina/San_Juan, 2008,
9, Antarctica/Palmer, 2021,
9, Antarctica/McMurdo, 2021,
9, Asia/Yerevan, 2021,
9, Asia/Baku, 2021,
9, Asia/Nicosia, 2021,
9, Asia/Tehran, 2021,
9, Asia/Baghdad, 2021,
9, Asia/Jerusalem, 2021,
9, Asia/Amman, 2021,
9, Asia/Beirut, 2021,
9, Asia/Karachi, 2008,
9, Asia/Gaza, 2008,
9, Asia/Damascus, 2008,
9, Asia/Yekaterinburg, 2021,
9, Asia/Omsk, 2021,
9, Asia/Novosibirsk, 2021,
9, Asia/Krasnoyarsk, 2021,
9, Asia/Irkutsk, 2021,
9, Asia/Yakutsk, 2021,
9, Asia/Vladivostok, 2021,
9, Asia/Magadan, 2021,
9, Asia/Kamchatka, 2021,
9, Asia/Anadyr, 2021,
9, Asia/Choibalsan, 2008,
9, Atlantic/Bermuda, 2021,
9, Atlantic/Stanley, 2021,
9, Atlantic/Faroe, 2021,
9, Atlantic/Azores, 2021,
9, Atlantic/Madeira, 2021,
9, Atlantic/Canary, 2021,
9, Australia/Adelaide, 2021,
9, Australia/Hobart, 2021,
9, Australia/Melbourne, 2021,
9, Australia/Sydney, 2021,
9, Australia/Broken_Hill, 2021,
9, Australia/Lord_Howe, 2021,
9, Australia/Currie, 2021,
9, WET, 2021,
9, CET, 2021,
9, MET, 2021,
9, EET, 2021,
9, Europe/London, 2021,
9, Europe/Belfast, 2021,
9, Europe/Dublin, 2021,
9, Europe/Tirane, 2021,
9, Europe/Andorra, 2021,
9, Europe/Vienna, 2021,
9, Europe/Minsk, 2021,
9, Europe/Brussels, 2021,
9, Europe/Sofia, 2021,
9, Europe/Prague, 2021,
9, Europe/Copenhagen, 2021,
9, Europe/Tallinn, 2021,
9, Europe/Helsinki, 2021,
9, Europe/Paris, 2021,
9, Europe/Berlin, 2021,
9, Europe/Gibraltar, 2021,
9, Europe/Athens, 2021,
9, Europe/Budapest, 2021,
9, Europe/Rome, 2021,
9, Europe/Riga, 2021,
9, Europe/Vaduz, 2021,
9, Europe/Vilnius, 2021,
9, Europe/Luxembourg, 2021,
9, Europe/Malta, 2021,
9, Europe/Chisinau, 2021,
9, Europe/Monaco, 2021,
9, Europe/Amsterdam, 2021,
9, Europe/Oslo, 2021,
9, Europe/Warsaw, 2021,
9, Europe/Lisbon, 2021,
9, Europe/Bucharest, 2021,
9, Europe/Kaliningrad, 2021,
9, Europe/Moscow, 2021,
9, Europe/Samara, 2021,
9, Europe/Madrid, 2021,
9, Europe/Stockholm, 2021,
9, Europe/Zurich, 2021,
9, Europe/Istanbul, 2021,
9, Europe/Kiev, 2021,
9, Europe/Uzhgorod, 2021,
9, Europe/Zaporozhye, 2021,
9, Europe/Simferopol, 2021,
9, Europe/Belgrade, 2021,
9, Europe/Volgograd, 2021,
9, Indian/Mauritius, 2008,
9, Pacific/Easter, 2008, 2008
9, Pacific/Easter, 2021,
9, Pacific/Auckland, 2021,
9, Pacific/Chatham, 2021,
9, Egypt, 2021,
9, US/Eastern, 2021,
9, US/Central, 2021,
9, Navajo, 2021,
9, US/Pacific, 2021,
9, US/Alaska, 2021,
9, America/Atka, 2021,
9, America/Fort_Wayne, 2021,
9, America/Knox_IN, 2021,
9, America/Kentucky/Louisville, 2021,
9, US/Michigan, 2021,
9, Canada/Newfoundland, 2021,
9, Canada/Atlantic, 2021,
9, Canada/Eastern, 2021,
9, Canada/Central, 2021,
9, Canada/Mountain, 2021,
9, Canada/Pacific, 2021,
9, Canada/Yukon, 2021,
9, Mexico/General, 2021,
9, Mexico/BajaSur, 2021,
9, America/Ensenada, 2021,
9, Cuba, 2008,
9, America/Argentina/Buenos_Aires, 2008,
9, America/Argentina/Cordoba, 2008,
9, America/Argentina/Jujuy, 2008,
9, America/Argentina/Catamarca, 2008,
9, America/Argentina/Mendoza, 2008,
9, Brazil/East, 2008,
9, Chile/Continental, 2008, 2008
9, Chile/Continental, 2021,
9, Antarctica/South_Pole, 2021,
9, Europe/Nicosia, 2021,
9, Iran, 2021,
9, Asia/Tel_Aviv, 2021,
9, Atlantic/Faeroe, 2021,
9, Australia/South, 2021,
9, Australia/Tasmania, 2021,
9, Australia/Victoria, 2021,
9, Australia/ACT, 2021,
9, Australia/Yancowinna, 2021,
9, Australia/LHI, 2021,
9, GB, 2021,
9, Eire, 2021,
9, Europe/Bratislava, 2021,
9, Europe/Mariehamn, 2021,
9, Europe/Vatican, 2021,
9, Europe/Tiraspol, 2021,
9, Arctic/Longyearbyen, 2021,
9, Poland, 2021,
9, Portugal, 2021,
9, W-SU, 2021,
9, Turkey, 2021,
9, Europe/Ljubljana, 2021,
9, Chile/EasterIsland, 2008, 2008
9, Chile/EasterIsland, 2021,
9, NZ, 2021,
9, NZ-CHAT, 2021,
9, US/Mountain, 2021,
9, US/Aleutian, 2021,
9, US/East-Indiana, 2021,
9, US/Indiana-Starke, 2021,
9, Mexico/BajaNorte, 2021,
9, America/Rosario, 2008,
9, Israel, 2021,
9, Australia/Canberra, 2021,
9, GB-Eire, 2021,
9, Europe/San_Marino, 2021,
9, Atlantic/Jan_Mayen, 2021,
9, Asia/Istanbul, 2021,
9, Europe/Sarajevo, 2021,
9, CST, 2021,
9, America/Shiprock, 2021,
9, US/Pacific-New, 2021,
9, America/Indiana/Indianapolis, 2021,
9, Australia/NSW, 2021,
9, Europe/Jersey, 2021,
9, Europe/Skopje, 2021,
9, PST, 2021,
9, Europe/Guernsey, 2021,
9, Europe/Zagreb, 2021,
9, Europe/Isle_of_Man, 2021,
